category,Resto_name,Dishes_one,Dishes_two,Dishes_three,Dishes_four,Dishes_five,Dishes_six,Dishes_seven,Dishes_eight,Dishes_nine,Dishes_ten,locality_verbose
American European,Tipple & Slaw,Ribeye Steak, Grilled Salmon, Pork Chop, Roasted Chicken, Caesar Salad, Truffle Fries, Mashed Potatoes, Creamed Spinach, Apple Pie, Cheesecake,"The Forum, Bonifacio Global City, Taguig City, Taguig City"
Filipino American Coffee,Tipsy Beans,Cappuccino, Latte, Mocha, Cold Brew, Affogato, Espresso, Dalgona Coffee, Ube Coffee, Pandan Coffee, Chocolate Chip Cookies,"Highway Hills, Mandaluyong City"
American Steak,Tipsy Pig Gastropub,Ribeye Steak, Pork Belly, Chicken Wings, Baby Back Ribs, Fish and Chips, Burgers, Truffle Mac and Cheese, Sweet Potato Fries, Cheesecake, Chocolate Lava Cake,"Capitol Commons, Oranbo, Pasig City, Pasig City"
American Steak American Steak,Tipsy Pig Gastropub,Ribeye Steak, Pork Belly, Chicken Wings, Baby Back Ribs, Fish and Chips, Burgers, Truffle Mac and Cheese, Sweet Potato Fries, Cheesecake, Chocolate Lava Cake,"Burgos Circle, Bonifacio Global City, Taguig City, Taguig City"
Korean BBQ,Tipsy Porky,Samgyeopsal, Galbi, Bulgogi, Spicy Pork Ribs, Pork Belly Kimchi Fried Rice, Kimchi Jjigae, Bossam, Gamjatang, Bibimbap, Soju,"Novaliches, Quezon City"
Filipino,Tipsy Tapsi,Tapsilog, Longsilog, Bangsilog, Adosilog, Cornsilog, Tosilog, Chicksilog, Chosilog, Hotsilog, Sisig Rice,"The Hub at R20 Food Park, Project 8, Quezon City, Quezon City"
Asian American Filipino,Tita Mae's Kitchen,Fried Chicken, BBQ Ribs, Pancit Canton, Kare-Kare, Beef Caldereta, Chopsuey, Bistek Tagalog, Dinuguan, Halo-Halo, Turon,"South Caloocan, Caloocan City"
American,Titania Wine Bar & Cafe,Wine Selection, Cheese Platter, Charcuterie Board, Caprese Salad, Bruschetta, Pasta Aglio e Olio, Seafood Paella, Tiramisu, CrÃ¨me BrÃ»lÃ©e, Chocolate Truffles,"Power Plant Mall, Rockwell, Makati City, Makati City"
Italian Spanish European Asian,Tito Chef,Porchetta, Paella, Jamon Serrano, Caprese Salad, Carpaccio, Lobster Bisque, Pasta Carbonara, Osso Buco, Churros, Sangria,"BF Homes, ParaÃ±aque City"
International Italian,Tito Diego's Bistro,Pizza Margherita, Spaghetti Bolognese, Caesar Salad, Beef Lasagna, Chicken Parmigiana, Tiramisu, Panna Cotta, Gelato, Espresso, Aperol Spritz,"Loyola Heights, Quezon City"
Filipino,Tito Rex's,Adobo, Sinigang, Kare-Kare, Crispy Pata, Lechon Kawali, Pancit Canton, Chicken Inasal, Sisig, Halo-Halo, Leche Flan,"Marikina Heights, Marikina City"
Latin American,Tittos Latin BBQ & Brew,Churrasco, Empanadas, Ceviche, Arepas, Tacos al Pastor, Patacones, Moqueca, Arroz con Pollo, Flan, Churros,"Kapitolyo, Pasig City"
Asian Coffee,Tituchef 1976 Cafe,Thai Milk Tea, Matcha Latte, Vietnamese Iced Coffee, Chai Tea Latte, Affogato, Chocolate Frappe, Bagels, Sandwiches, Pasta, Cakes,"Diliman, Quezon City"
Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City"
Italian Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Shangri-La at the Fort, Bonifacio Global City, Taguig City, Taguig City"
Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Magallanes, Makati City"
Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Greenhills, San Juan City"
Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Century City Mall, Poblacion, Makati City, Makati City"
Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Salcedo Village, Makati City"
Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Ortigas, Pasig City"
Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Shangri-La Plaza, Ortigas, Mandaluyong City, Mandaluyong City"
Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Eastwood Mall, Libis, Quezon City, Quezon City"
Italian Coffee,Toby's Estate,Espresso, Cappuccino, Latte, Flat White, Cold Brew, Pour Over Coffee, Iced Mocha, Avocado Toast, Smashed Avo Sandwich, Chocolate Brownie,"Legaspi Village, Makati City"
Asian,Toho Restaurant Antigua,Pad Thai, Chicken Satay, Tom Yum Soup, Mango Sticky Rice, Green Curry, Beef Stir Fry, Pineapple Fried Rice, Thai Iced Tea, Spring Rolls, Massaman Curry,"BF Homes, ParaÃ±aque City"
Asian,Toho Restaurant Antigua,Pad Thai, Chicken Satay, Tom Yum Soup, Mango Sticky Rice, Green Curry, Beef Stir Fry, Pineapple Fried Rice, Thai Iced Tea, Spring Rolls, Massaman Curry,"SM Southmall, Almanza, Las PiÃ±as City, Las PiÃ±as City"
Asian,Toho Restaurant Antigua,Pad Thai, Chicken Satay, Tom Yum Soup, Mango Sticky Rice, Green Curry, Beef Stir Fry, Pineapple Fried Rice, Thai Iced Tea, Spring Rolls, Massaman Curry,"Festival Mall, Filinvest City, Muntinlupa City , Muntinlupa City"
Asian,Toho Restaurant Antigua,Pad Thai, Chicken Satay, Tom Yum Soup, Mango Sticky Rice, Green Curry, Beef Stir Fry, Pineapple Fried Rice, Thai Iced Tea, Spring Rolls, Massaman Curry,"SM City BF ParaÃ±aque, BF Homes, ParaÃ±aque City, ParaÃ±aque City"
Japanese,Tok-yu,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Tomas Morato, Quezon City"
Japanese,Tok-yu,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Pioneer Center Supermart, Kapitolyo, Pasig City, Pasig City"
Japanese Tea Bubble Tea,Tokyo Bubble Tea,Classic Milk Tea, Taro Milk Tea, Matcha Bubble Tea, Thai Milk Tea, Brown Sugar Boba Milk, Fruit Tea, Yakult Green Tea, Red Bean Slush, Mango Yakult, Wintermelon Milk Tea,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Japanese Tea Bubble Tea,Tokyo Bubble Tea,Classic Milk Tea, Taro Milk Tea, Matcha Bubble Tea, Thai Milk Tea, Brown Sugar Boba Milk, Fruit Tea, Yakult Green Tea, Red Bean Slush, Mango Yakult, Wintermelon Milk Tea,"238 Center, Banawe, Quezon City, Quezon City"
Japanese Tea Bubble Tea,Tokyo Bubble Tea,Classic Milk Tea, Taro Milk Tea, Matcha Bubble Tea, Thai Milk Tea, Brown Sugar Boba Milk, Fruit Tea, Yakult Green Tea, Red Bean Slush, Mango Yakult, Wintermelon Milk Tea,"The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Japanese Tea Bubble Tea,Tokyo Bubble Tea,Classic Milk Tea, Taro Milk Tea, Matcha Bubble Tea, Thai Milk Tea, Brown Sugar Boba Milk, Fruit Tea, Yakult Green Tea, Red Bean Slush, Mango Yakult, Wintermelon Milk Tea,"Tomas Morato, Quezon City"
Japanese Tea Bubble Tea,Tokyo Bubble Tea,Classic Milk Tea, Taro Milk Tea, Matcha Bubble Tea, Thai Milk Tea, Brown Sugar Boba Milk, Fruit Tea, Yakult Green Tea, Red Bean Slush, Mango Yakult, Wintermelon Milk Tea,"Eastwood Citywalk 1, Libis, Quezon City, Quezon City"
Japanese Tea Bubble Tea,Tokyo Bubble Tea,Classic Milk Tea, Taro Milk Tea, Matcha Bubble Tea, Thai Milk Tea, Brown Sugar Boba Milk, Fruit Tea, Yakult Green Tea, Red Bean Slush, Mango Yakult, Wintermelon Milk Tea,"Greenhills, San Juan City"
Japanese Tea Bubble Tea,Tokyo Bubble Tea,Classic Milk Tea, Taro Milk Tea, Matcha Bubble Tea, Thai Milk Tea, Brown Sugar Boba Milk, Fruit Tea, Yakult Green Tea, Red Bean Slush, Mango Yakult, Wintermelon Milk Tea,"Bonifacio Global City, Taguig City"
Japanese Coffee,Tokyo Ice Cafe,Espresso, Cappuccino, Matcha Latte, Affogato, Iced Coffee, Hazelnut Frappe, Tiramisu Cake, Chocolate Brownie, Cheesecake, Waffle with Ice Cream,"North Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Desserts,Tokyo Milk Cheese Factory,Cheesecake, Milk Pies, Cheese Tarts, Soft-Serve Ice Cream, Cheese Cookies, Cheese Bars, Milk Cheesecake, Cheese Ice Cream, Cheese Souffle, Cheese Lava Cake,"Trinoma Mall, Bagong Pag-Asa, Quezon City, Quezon City"
Desserts,Tokyo Milk Cheese Factory,Cheesecake, Milk Pies, Cheese Tarts, Soft-Serve Ice Cream, Cheese Cookies, Cheese Bars, Milk Cheesecake, Cheese Ice Cream, Cheese Souffle, Cheese Lava Cake,"Alabang Town Center, Alabang, Muntinlupa City, Muntinlupa City"
Desserts,Tokyo Milk Cheese Factory,Cheesecake, Milk Pies, Cheese Tarts, Soft-Serve Ice Cream, Cheese Cookies, Cheese Bars, Milk Cheesecake, Cheese Ice Cream, Cheese Souffle, Cheese Lava Cake,"The Podium, Ortigas, Mandaluyong City, Mandaluyong City"
Desserts,Tokyo Milk Cheese Factory,Cheesecake, Milk Pies, Cheese Tarts, Soft-Serve Ice Cream, Cheese Cookies, Cheese Bars, Milk Cheesecake, Cheese Ice Cream, Cheese Souffle, Cheese Lava Cake,"UP Town Center, Diliman, Quezon City, Quezon City"
Street Food Japanese,Tokyo Tempura,Tempura Platter, Ebi Tempura, Vegetable Tempura, Tempura Udon, Tempura Soba, Tempura Donburi, Tempura Ice Cream, Tempura Sushi Rolls, Tempura Bento, Tempura Ramen,"SM City Sucat, San Dionisio, ParaÃ±aque City, ParaÃ±aque City"
Street Food Japanese,Tokyo Tempura,Tempura Platter, Ebi Tempura, Vegetable Tempura, Tempura Udon, Tempura Soba, Tempura Donburi, Tempura Ice Cream, Tempura Sushi Rolls, Tempura Bento, Tempura Ramen,"Ayala Malls Feliz, Dela Paz, Pasig City, Pasig City"
Street Food Japanese,Tokyo Tempura,Tempura Platter, Ebi Tempura, Vegetable Tempura, Tempura Udon, Tempura Soba, Tempura Donburi, Tempura Ice Cream, Tempura Sushi Rolls, Tempura Bento, Tempura Ramen,"Forum Robinsons, Buayang Bato, Mandaluyong City, Mandaluyong City"
Street Food Japanese,Tokyo Tempura,Tempura Platter, Ebi Tempura, Vegetable Tempura, Tempura Udon, Tempura Soba, Tempura Donburi, Tempura Ice Cream, Tempura Sushi Rolls, Tempura Bento, Tempura Ramen,"Ayala Malls Marikina, Marikina Heights, Marikina City, Marikina City"
Japanese,Tokyo Tempura,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Riverbanks Center, Barangka, Marikina City, Marikina City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Festival Mall, Filinvest City, Muntinlupa City , Muntinlupa City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Ayala Fairview Terraces, Novaliches, Quezon City, Quezon City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"UP Ayala Technohub, Diliman, Quezon City, Quezon City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Starmall Annex, Pamplona, Las PiÃ±as City, Las PiÃ±as City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Aegis People's Support Building, Legaspi Village, Makati City, Makati City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Harrison Plaza, Malate, Manila, Manila"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM City Santa Mesa, Santa Mesa, Quezon City, Quezon City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Greenbelt 1, San Lorenzo, Makati City, Makati City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Victory Central Mall, Grace Park, Caloocan City, Caloocan City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"South Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM City Fairview, Novaliches, Quezon City, Quezon City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM City Bicutan, Don Bosco, ParaÃ±aque City, ParaÃ±aque City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Venice Piazza, McKinley Hill, Taguig City, Taguig City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Robinsons Otis, Paco, Manila, Manila"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM City Marikina, Calumpang, Marikina City, Marikina City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM City Sucat, San Dionisio, ParaÃ±aque City, ParaÃ±aque City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Market! Market!, Bonifacio Global City, Taguig City, Taguig City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Eton Centris, Diliman, Quezon City , Quezon City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM City San Lazaro, Santa Cruz, Manila, Manila"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM Southmall, Almanza, Las PiÃ±as City, Las PiÃ±as City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Ever Gotesco Commonwealth, Batasan Hills, Quezon City, Quezon City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Forum Robinsons, Buayang Bato, Mandaluyong City, Mandaluyong City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"Ali Mall, Cubao, Quezon City, Quezon City"
Japanese,Tokyo Tokyo,Sushi Platter, Ramen, Teriyaki Chicken, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Sashimi Salad, Matcha Ice Cream,"SM City Manila, Ermita, Manila, Manila"
Japanese,Tokyo Tonteki,Tonteki, Chicken Karaage, Tonkatsu, Yakiniku, Ebi Fry, Gyoza, Tempura, Miso Soup, Curry Rice, Ramen,"Greenbelt 5, San Lorenzo, Makati City, Makati City"
American Italian Filipino,Tolits KTV Restobar & Events Place,Burger, Pizza, Pasta, Fried Chicken, Sisig, Kare-Kare, Lechon Kawali, Sinigang, Adobo, Halo-Halo,"Nangka, Marikina City"
American,Tomahawk Chops & Grill,Steak, Ribs, Grilled Chicken, Burgers, BBQ Platter, Pulled Pork Sandwich, Caesar Salad, Corn on the Cob, Coleslaw, Potato Wedges,"Entertainment Mall, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Spanish,Tomatito Sexy Tapas Bar,Patatas Bravas, Gambas al Ajillo, Croquetas, Tortilla EspaÃ±ola, JamÃ³n IbÃ©rico, Chorizo al Vino, Paella, Sangria, Churros, Flan,"Bonifacio Global City, Taguig City"
Italian,Tomato Kick,Margherita Pizza, Pepperoni Pizza, Truffle Pizza, Pesto Pasta, Carbonara, Aglio Olio, Caprese Salad, Bruschetta, Tiramisu, Gelato,"POS Building, South Triangle, Tomas Morato, Quezon City, Quezon City"
Japanese,Tomo Japanese Dining,Sushi Platter, Sashimi, Ramen, Teriyaki Salmon, Tempura, Gyoza, Yakitori, Miso Soup, Chirashi Bowl, Green Tea Ice Cream,"Addition Hills, Mandaluyong City"
Japanese Chinese,Tong Yang,Hot Pot, Barbecue, Sushi, Dim Sum, Tempura, Korean Fried Chicken, Beef Bulgogi, Shabu-Shabu, Sashimi, Halo-Halo,"SM City Fairview, Novaliches, Quezon City, Quezon City"
Japanese Chinese,Tong Yang,Hot Pot, Barbecue, Sushi, Dim Sum, Tempura, Korean Fried Chicken, Beef Bulgogi, Shabu-Shabu, Sashimi, Halo-Halo,"Robinsons Place Manila, Ermita, Manila, Manila"
Japanese Chinese Hot Pot,Tong Yang,Hot Pot, Barbecue, Sushi, Dim Sum, Tempura, Korean Fried Chicken, Beef Bulgogi, Shabu-Shabu, Sashimi, Halo-Halo,"Bel-Air, Makati City"
Japanese Chinese Hot Pot,Tong Yang,Hot Pot, Barbecue, Sushi, Dim Sum, Tempura, Korean Fried Chicken, Beef Bulgogi, Shabu-Shabu, Sashimi, Halo-Halo,"Eton Centris, Diliman, Quezon City , Quezon City"
Japanese Chinese,Tong Yang,Hot Pot, Barbecue, Sushi, Dim Sum, Tempura, Korean Fried Chicken, Beef Bulgogi, Shabu-Shabu, Sashimi, Halo-Halo,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Japanese Chinese,Tong Yang,Hot Pot, Barbecue, Sushi, Dim Sum, Tempura, Korean Fried Chicken, Beef Bulgogi, Shabu-Shabu, Sashimi, Halo-Halo,"Promenade, Greenhills Shopping Centre, Greenhills, San Juan City, San Juan City"
Japanese Chinese Hot Pot,Tong Yang Plus,Assorted Sushi, Shabu-Shabu, Tempura, Gyoza, Sukiyaki, Yang Chow Fried Rice, Miso Soup, Matcha Ice Cream, Fresh Fruits, Soft Drinks,"SM City Bicutan, Don Bosco, ParaÃ±aque City, ParaÃ±aque City"
Japanese Chinese Hot Pot,Tong Yang Plus,Assorted Sushi, Shabu-Shabu, Tempura, Gyoza, Sukiyaki, Yang Chow Fried Rice, Miso Soup, Matcha Ice Cream, Fresh Fruits, Soft Drinks,"North Wing, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Japanese Ramen,Tongara Ramen,Tonkotsu Ramen, Miso Ramen, Shoyu Ramen, Spicy Ramen, Tsukemen, Chashu Rice Bowl, Gyoza, Karaage, Tamago, Kakuni,"Lamp Quarters, Santo NiÃ±o, Marikina City, Marikina City"
Italian Spanish,Toni & Sergio,Margherita Pizza, Paella, Carbonara, Gambas Al Ajillo, Caprese Salad, Tiramisu, Churros, Sangria, Beer, Soft Drinks,"Venice Grand Canal Mall, McKinley Hill, Taguig City, Taguig City"
Filipino,Toni's Grill,Sisig, Inihaw na Liempo, Kare-Kare, Sinigang, Adobo, Crispy Pata, Halo-Halo, Leche Flan, San Miguel Beer, Fresh Buko Juice,"Fairview, Quezon City"
Japanese,Tonkatsu Maisen,Tonkatsu Set, Katsudon, Katsu Curry, Rosu Katsu, Hire Katsu, Ebi Fry, Menchi Katsu, Miso Soup, Japanese Rice, Cabbage Salad,"Greenbelt 5, San Lorenzo, Makati City, Makati City"
Japanese,Tonkatsu Maisen,Tonkatsu Set, Katsudon, Katsu Curry, Rosu Katsu, Hire Katsu, Ebi Fry, Menchi Katsu, Miso Soup, Japanese Rice, Cabbage Salad,"Shangri-La at the Fort, Bonifacio Global City, Taguig City, Taguig City"
Japanese,Tonkatsu Maisen,Tonkatsu Set, Katsudon, Katsu Curry, Rosu Katsu, Hire Katsu, Ebi Fry, Menchi Katsu, Miso Soup, Japanese Rice, Cabbage Salad,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Steak Seafood,Tony Roma's,Baby Back Ribs, Ribeye Steak, Filet Medallions, Grilled Salmon, Shrimp Scampi Pasta, Caesar Salad, Onion Loaf, Cheesecake, Key Lime Pie, Cocktails,"Alabang Town Center, Alabang, Muntinlupa City, Muntinlupa City"
Filipino,Tony's Bar And Grill,Crispy Pata, Bulalo, Grilled Liempo, Sinigang na Baboy, Adobong Manok, Sizzling Sisig, Halo-Halo, Leche Flan, San Miguel Beer, Fresh Buko Juice,"Tandang Sora, Quezon City"
Filipino International Grill,Tonyo's,Kare-Kareng Bagnet, Crispy Binagoongan, Chicken BBQ, Pork Sinigang, Beef Caldereta, Adobong Kangkong, Buko Pandan Salad, Mango Float, Beer, Soft Drinks,"Gen. T. de Leon, Valenzuela City"
Korean,Top Dish Korean Restaurant,Bulgogi, Bibimbap, Kimchi Jjigae, Japchae, Samgyeopsal, Tteokbokki, Korean Fried Chicken, Soju, Makgeolli, Bingsu,"Poblacion, Makati City"
French Filipino,Top of the Citi by Chef Jessie,Foie Gras, Beef Wellington, Lobster Thermidor, Escargots, Coq au Vin, CrÃ¨me BrÃ»lÃ©e, Opera Cake, French Cheese Platter, Champagne, Wine,"Salcedo Village, Makati City"
